0,50,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,75,300,778,1307
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75,134,247,222
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,120,252,365
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,63,110,103,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,46,116,205,285
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,138,254,216
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,132,259,384,315
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,140,301,431
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,72,92,45,25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,168,313,478
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,172,467,640
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,81,297,489
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,74,151,81
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,39,15,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,128,458,944,1122
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,94,196,385,580
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,28,28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,62,114,170,28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,200,587,1079
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,49,203,454,755
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,96,262,659,1253
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,87,84,25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,73,138,176,178
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,89,68,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,26,47,86
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,67,166,394
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,373,756,1079
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,101,216,250
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,121,187,100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,179,246,188
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,23,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,104,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,132,236,338
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,137,293,492
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,92,234,390
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,99,94
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,488,1263,2221
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,79,164,47
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31,205,436
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,177,566
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,85,75,112
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,141,291,387
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,116,470,936
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,131,136,86
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,200,469,1003
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,103,336,887
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,31,95,143
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,78,61
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,96,250,458
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,33,91,160
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,103,324,588
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,45,134,184
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,357,1222,2859
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,73,243,633
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,51,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,110,297,582
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,234,551
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128,275,571
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,137,209
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,68,163
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,73,171
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,50,234,392
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,96,308,462
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,42,66
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,122,235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,84,269,389
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,84,137,227
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,33,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41,212,387
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,114,293
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,69,245
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,45,61
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,83,146
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,447,503
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,157,411
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,171,406
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,383,790
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,32,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,152,142
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,304,605
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,238,504
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,50,95
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,101,192
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,77,102
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,36,37
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,290,530
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,122,449
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,166,251
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,148,256
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,251,491
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,123,245
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,128,482
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,82,38
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,46,25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,82,120
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,988,2548
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,88,250
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,86,132
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,184,395
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,122,354
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,48,159
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,170,469
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,38,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,34,100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,362,718
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,92,268
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,81,176
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,102,112
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,176
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,102,294
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,81,221
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,52,197
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,93,431
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,81,284
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,130,483
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,104,212
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,34,109
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,198,1104
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,52,171
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,130
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,72,150
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,77
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,259
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,190
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,641
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,165
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,292
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,705
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,142
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,271
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,226
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,85
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,185
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,211
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,88
