Drivers,Passengers,Color,CloneID,ParentID,0,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000,4100,4200,4300,4400,4500,4600,4700,4800,4900,5000
3,0,#4f9f39,625,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,53,45,56,42,30,33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,#bdbe3a,627,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,36,22,46,83,104,104,81,89,36,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,#bdbe3a,655,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,72,82,97,108,198,207,213,195,176,157,129,65,69,51,29,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,#bdbe3a,656,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,14,11,12,2,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,#bdbe3a,662,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,57,50,96,118,139,153,121,164,204,172,156,125,82,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,#bdbe3a,669,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,33,69,54,98,81,80,75,72,54,55,45,47,52,29,39,33,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,#bdbe3a,683,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,53,61,66,71,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,#8e66ba,688,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,72,132,132,172,239,240,258,285,242,214,150,111,58,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,#8e66ba,732,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,57,38,85,120,153,236,249,211,208,138,100,42,41,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,#bdbe3a,739,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,46,75,99,68,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,#8e66ba,748,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,25,51,50,53,73,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,#8e66ba,750,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,27,27,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,#f08627,751,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,#8e66ba,771,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,34,26,18,16,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,#8e66ba,785,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,54,44,39,53,47,55,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,#53bbce,786,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,125,264,503,676,843,961,997,919,806,614,327,176,111,74,26,7,0,0,0,0,0,0,0,0,0,0,0
5,0,#8e66ba,789,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,18,35,61,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,#8e66ba,835,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,34,53,63,73,63,53,63,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,#d67bbf,844,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,65,134,202,295,366,388,375,410,385,422,334,289,147,74,5,0,0,0,0,0,0,0,0
6,0,#f08627,847,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,#f08627,855,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,57,82,107,92,154,62,38,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,#8e66ba,856,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,19,34,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,#8e66ba,858,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,#f08627,870,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,21,40,52,69,73,23,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,#d67bbf,880,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,63,85,121,160,138,132,115,70,80,30,20,0,0,0,0,0,0,0,0,0,0,0
8,0,#d67bbf,895,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,26,59,113,121,120,108,39,12,5,0,0,0,0,0,0,0,0,0,0,0
8,0,#d67bbf,896,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,18,24,23,31,6,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,#53bbce,913,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32,37,45,36,28,30,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,#85584c,914,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,59,137,198,353,570,685,741,786,794,681,641,460,321,194,118,87,86,26,17,1,0
7,1,#53bbce,919,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,47,61,104,142,175,130,66,26,26,6,5,0,0,0,0,0,0,0,0,0
8,0,#d67bbf,927,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,19,28,11,17,15,31,11,14,1,0,0,0,0,0,0,0,0,0,0,0
8,0,#d67bbf,983,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,47,26,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,#b2c5e6,985,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,87,171,227,316,363,433,487,464,502,547,466,357,236,175,155,84,24,7
9,0,#85584c,1014,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,65,94,103,83,62,44,17,3,2,0,0,0,0,0,0,0,0
9,0,#85584c,1016,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,63,84,60,45,27,42,15,0,0,0,0,0,0,0,0,0,0
10,0,#b2c5e6,1023,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,84,122,201,250,250,256,263,234,228,213,171,153,125,76,33,0
10,0,#b2c5e6,1059,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,56,82,120,94,141,228,182,144,145,86,108,73,16,2,0
11,0,#f39c97,1072,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,18,52,114,181,203,223,275,252,238,208,152,126,84,41
9,0,#85584c,1081,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,39,43,35,29,4,0,0,0,0,0,0,0,0
10,0,#b2c5e6,1113,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,21,74,27,62,79,115,105,70,29,15,4,0
11,0,#f39c97,1116,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,80,128,178,225,266,354,378,376,416,427,418,360
11,0,#f39c97,1121,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,39,51,116,205,211,216,229,212,257,184,136,87,62
11,0,#f39c97,1130,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,17,15,13,24,24,30,16,7,0,0,0,0
11,0,#f39c97,1142,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,41,40,24,22,4,10,0,0,0,0,0
11,0,#f39c97,1157,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,13,16,30,37,39,68,61,46,108,128,72
9,0,#85584c,1165,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,41,66,48,26,14,0,0,0,0,0,0
11,0,#f39c97,1188,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,76,114,160,209,230,268,267,217,238
12,0,#a6de90,1209,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,7,20,27,31,33,56,61,103,95
11,0,#f39c97,1221,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,14,0,0,0,0,0,0,0
10,0,#b2c5e6,1230,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,25,28,45,45,57,58,35,17
11,0,#f39c97,1235,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,46,54,70,87,91,97,121,149,121
12,0,#a6de90,1238,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,77,101,223,305,467,620,710,820
12,0,#a6de90,1252,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,28,41,34,63,102,92,115
12,0,#a6de90,1275,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,50,74,77,95,70,94,71
11,0,#f39c97,1276,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,35,4,3,9,3,2
12,0,#a6de90,1343,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,20,64,44
12,0,#a6de90,1349,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,11,35
12,0,#a6de90,1387,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,31
13,0,#dcdc93,1391,1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,74
12,0,#a6de90,1407,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35
12,0,#a6de90,1408,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26
13,0,#dcdc93,1410,1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,38
